"기업명","경력","직무","질문"
"삼성전자㈜","신입","인성면접 - 연구개발","지원한 부서에서 전공과 관련해서 어떠한 역할을 할 수 있을지에 관해 영어로 답변하라."
"삼성전자㈜","신입","인성면접 - 연구개발","집 앞 신호등이 빨간 불이지만, 차가 오지 않는다면 건너겠는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","창의적으로 문제를 해결한 경험에 대해 말해보시오."
"삼성전자㈜","신입","인성면접 - 연구개발","프로젝트를 진행하면서 어려웠던 점이 있나? 어려운 점을 극복하기 위해 지원자가 한 역할은 무엇이었는가?"
"삼성전자㈜","신입","인성면접 - 영업마케팅직","이력서에 적힌 해외경험을 통해 지원자가 느낀 점과 지원자의 강점은 무엇인가?"
"삼성전자㈜","신입","인성면접 - 영업마케팅직","지원자의 장단점은 무엇인가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","왜 여기에 지원했는가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","10년 후 손목 터널증후군 환자가 줄어든다. 왜 그런가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","본인이 원하는 부서가 아니라도 일할 수 있는가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","와서 어떤 일을 하고 싶은가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","전공과 결부하여 지원자가 회사에 어떤 기여를 할 수 있는지 말해보시오."
"삼성전자㈜","신입","인성면접 - 소프트웨어직","직무 관련하여 얼마나 알고 있는가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","직장 상사가 부당한 일을 처리하라고 시킨다면 당신은 어떻게 대답할 것인가?"
"삼성전자㈜","신입","인성면접 - 소프트웨어직","취업 전 공백기에는 무엇을 했는가?"
"삼성전자㈜","인턴","인성면접 - 반도체엔지니어","그럼 그 안전사고의 예방법은 어떤 것들이 있을까요?"
"삼성전자㈜","인턴","인성면접 - 반도체엔지니어","여기 보니 존경하는 사람이 OO OOO 선생인데, 이 사람이 누구죠?"
"삼성전자㈜","인턴","인성면접 - 반도체엔지니어","자동차를 자전거로 대체하는 창의적인 방안을 설명해주셨는데, 자전거가 많아지면 문제점은 없을까요?"
"삼성전자㈜","인턴","인성면접 - 반도체엔지니어","특기란에 `다른 사람의 마음을 얻는 법` 이건 뭐죠?"
"삼성전자㈜","신입","일반면접 - 소프트웨어","10년 후 손목터널증후군 환자가 줄어든다. 왜 그렇다고 생각하는가?"
"삼성전자㈜","신입","일반면접 - 기술·전문강사","인성면접에서 인생에서 가장 중요하게 생각하는 것이 무엇인가."
"삼성전자㈜","신입","일반면접 - 기술·전문강사","창의성 면접에서 본인이 창의적인 사람이라고 생각하는 이유는 무엇인가?"
"삼성전자㈜","신입","일반면접 - 기술·전문강사","요즘 각 기업에서PB상품을 많이 내어 놓는다. 그 기업 브랜드 상품을 어떻게 바라보며 어떻게 활용할 것인가?"
"삼성전자㈜","신입","일반면접 - 연구개발","높이 위치 촉각 등을 이용하여 맞벌이 부부들이 아기를 키울 때 도움이 될 수 있는 20년 뒤 기술을 작성하여라."
"삼성전자㈜","신입","일반면접 - 연구개발","본인이 생각하는 겸손함의 정의가 무엇인가?"
"삼성전자㈜","신입","임원면접 - 생산관리","회사에 대한 긍정적인 기사와 부정적인 기사를 설명해보아라."
"삼성전자㈜","신입","임원면접 - 영업마케팅","앞으로 삼성전자가 어떻게 나아가야 한다고 생각하는가?"
"삼성전자㈜","신입","일반면접 - 설치·수리기사","삼성전자에 대해 알고 있는 것에 대해 말해주십시오."
"삼성전자㈜","신입","일반면접 - 설치·수리기사","DS부문, IM부문, CE부문을 말씀하셨는데 정확히 어떤 의미를 뜻하는지 알고 계십니까?"
"삼성전자㈜","인턴","인성면접","자기소개해보세요"
"삼성전자㈜","신입","인성면접 - 사무담당자","왜 삼성에 지원했나요?"
"삼성전자㈜","신입","인성면접 - 사무담당자","취미가 무엇인가요?"
"삼성전자㈜","신입","일반면접","감명깊게 읽은 책은 무엇인가?"
"삼성전자㈜","신입","일반면접","살면서 힘들었던 경험은 언제였는가? 극복방안은?"
"삼성전자㈜","신입","일반면접 - DS","마지막으로 하고 싶은 말이 있는가?"
"삼성전자㈜","신입","일반면접 - DS","요즘 삼성과 관련하여 눈여겨 볼 이슈에 대하여"
"삼성전자㈜","신입","일반면접 - DS","자기주장이 강한편인가?"
"삼성전자㈜","신입","일반면접 - DS","회사의 제품에 대해 소개해 보시오"
"삼성전자㈜","신입","일반면접 - 생산관리","자신을 남에게 빗대어 표현한다면?"
"삼성전자㈜","신입","일반면접","1억이 생기면 무엇을 하겠는가?"
"삼성전자㈜","신입","일반면접","삼성의 이미지는 어떠한가?"
"삼성전자㈜","신입","PT면접 - SW개발","제품에 하자가 있는 걸 알면서도 물건을 팔아야 하는 상황에 놓인다면 어떻게 할 것인가?"
"삼성전자㈜","경력무관","PT면접 - 생산관리","본인의 인생 가치관은?"
"삼성전자㈜","경력무관","PT면접 - 생산관리","본인이 발휘 할 수 있는 역량에 대해 말하시오."
"삼성전자㈜","경력무관","PT면접 - 생산관리","우리 회사에 지원하게 된 동기와 포부에 대해 말하시오."
"삼성전자㈜","경력무관","일반면접 - SW개발","삼성 핸드폰이 소프트웨어에서 부족한 점이 무엇이라고 생각하는지 구체적으로 말하시오"
"삼성전자㈜","경력무관","일반면접 - SW개발","소프트웨어관련직종에 종사하는 아는사람이 있는가?"
"삼성전자㈜","경력무관","일반면접 - SW개발","어떤 스타일의 직원과 일하고 싶으며, 반대로 어떤 스타일의 직원과는 일을 하기 싫은지?"
"삼성전자㈜","경력무관","인성면접","본인이 살아오면서 가장 정직하게 했던 행동은?"
"삼성전자㈜","경력무관","인성면접","희망연봉이 어떻게 되세요???"
"삼성전자㈜","경력무관","일반면접","노조 없는 회사에 대한 본인의 의견은?"
"삼성전자㈜","신입","일반면접 - R&D","최근들어 가장 화가 났던 경험은?"
"삼성전자㈜","신입","일반면접 - R&D","평소 어울리는 친구들을 소개해보시오"
"삼성전자㈜","경력무관","임원면접 - 행정사무","자기 소개 간단히 해보세요"
"삼성전자㈜","신입","임원면접","대인관계는 어떤 편인가요?"
"삼성전자㈜","신입","임원면접","마케팅과 영업 직무 중 어느 쪽이 본인 적성에 맞는다고 생각하는지? 그 이유는?"
"삼성전자㈜","신입","임원면접","일주일마다 주기적으로 만나는 친구가 총 몇 명이나 있는지?"
"삼성전자㈜","신입","임원면접","최근에 읽은 인문학 책이 있습니까? 어떤 책이고 무엇을 느꼈는지 말해주십시오."
"삼성전자㈜","신입","임원면접","카카오톡 친구목록이 몇 명 정도 되는지?"
"삼성전자㈜","신입","임원면접","학창시절 가장 기억에 남는 것은 무엇입니까?"
"삼성전자㈜","경력무관","인성면접","이름이 뭐예요???"
"삼성전자㈜","경력무관","인성면접","조직내에서 팀웍이 잘 이루어 질려면 무엇이 가장 중요하다고 생각합니까?"
"삼성전자㈜","경력무관","인성면접","학교는 어디 나왔써요????"
"삼성전자㈜","경력무관","인성면접","회사규정에 따른다고 되어 있는데 실제 생각하고 있는 연봉이 있나요??"
"삼성전자㈜","경력무관","임원면접 - 생산부","일에 있어서 과정과 결과 중 어느 것이 중요하다고 생각하는가?"
"삼성전자㈜","경력무관","임원면접","다른 지원자들과 다르게 특별히 나은점은 무엇인가요?"
"삼성전자㈜","경력무관","임원면접","만일 다른 부서에 배치된다면 어떻게 하겠습니까?"
"삼성전자㈜","경력무관","임원면접","몇년 후의 자신의 모습은 어떨꺼 같습니까???"
"삼성전자㈜","경력무관","임원면접","상사와 갈등을 겪게 된다면 본인은 어떻게 대처하겠는가?"
"삼성전자㈜","경력무관","임원면접","성격은 좋습니까??? 사람들과 잘 어울릴수 있습니까???"
"삼성전자㈜","경력무관","임원면접","우리 회사에 불합격이 된다면 어떻게 하시겠습니까?"
"삼성전자㈜","경력무관","임원면접","우리 회사에 입사하게 된다면 어떤 각오로 일할것입니까???"
"삼성전자㈜","경력무관","임원면접","우리 회사에 입사해야 하는 이유에 대해서 말해주세요!!!"
"삼성전자㈜","경력무관","임원면접","우리 회사에 지원하게된 지원동기를 말해보세요!!"
"삼성전자㈜","경력무관","임원면접","일을 시작하면 끝까지 합니까?"
"삼성전자㈜","경력무관","임원면접","입사 후 업무가 자신이 생각 했던것이랑 다르다면 어떻게 할것입니까??"
"삼성전자㈜","경력무관","임원면접","입사후 포부....무엇입니까???"
"삼성전자㈜","경력무관","임원면접","전공분야에서 자신의 장점은 무엇입니까?"
"삼성전자㈜","경력무관","임원면접","종교가 어떻게 되세요???"
"삼성전자㈜","경력무관","임원면접","중소기업에도 지원하셨습니까???"
"삼성전자㈜","경력무관","임원면접","취득한 자격증이 있습니까?"
"삼성전자㈜","경력무관","임원면접","친구와 잘 어울리고 친구들이 많은 편입니까?"
"삼성전자㈜","경력무관","임원면접","학점이 좋지 않은데 이유가 무엇입니까?"
"삼성전자㈜","경력무관","임원면접","회사 입사하면 제일 첫번째로 하고 싶은 일이 무엇입니까?"
"삼성전자㈜","경력무관","임원면접","회사에서 필요한 인재에 합당하다고 생각하십니까????"
"삼성전자㈜","경력무관","임원면접","회사에서의 바람직한 근무태도는 무엇이라고 생각하는가?"
"삼성전자㈜","경력무관","임원면접","희망연봉은 얼마입니까?"
"삼성전자㈜","경력무관","임원면접 - 생상부","옴의 법칙에 대해서 설명해보세요!!"
"삼성전자㈜","경력무관","임원면접","경력중심1분자기소개-지원동기-이전직장의 퇴사사유"
"삼성전자㈜","경력무관","임원면접","현재 좋아하는 사람 있습니까???"
"삼성전자㈜","경력무관","PT면접","만약 본인에게 선택의 기회가 온다면 어느 직업 또는 회사에 채용 되고 싶습니까???"
"삼성전자㈜","경력무관","PT면접","우리 회사 말고 다른데 지원한데는 있습니까???"
"삼성전자㈜","경력무관","PT면접","특별히 우리 회사를 지원하게 된 동기는 무엇입니까?"
"삼성전자㈜","신입","인성면접 - 연구소","실수를 통해서 얻은 교훈이 있다면???"
"삼성전자㈜","인턴","토론면접","일에 있어서 과정과 결과 중 어느 것이 중요하다고 생각하는가?"
"삼성전자㈜","신입","임원면접 - S/W","이 직무를 하는데 있어서 어떤 능력이 가장 중요할 것 같나요?"
"삼성전자㈜","인턴","토론면접","가능한 외국어는 뭐가 있죠???"
"삼성전자㈜","신입","토론면접","자기소개 해보세요!!!"
"삼성전자㈜","신입","토론면접","희망연봉을 면접시 협의라고 했는데 희망연봉을 얼마나 생각하고 있나요???"
"삼성전자㈜","신입","인성면접","다른 회사에 지망했던 곳은 어디입니까?"
"삼성전자㈜","신입","인성면접","당신의 꿈은 무엇입니까?"
"삼성전자㈜","신입","인성면접","자기소개"
"삼성전자㈜","신입","인성면접 - 케미칼부분","가장 하고싶은것, 가장 갖고싶은것, 가장 되고싶은것은?"
"삼성전자㈜","신입","임원면접","본인이 다른사람과 특별하게 다른점이나 능력을 회사를 위해 어떻게 발휘 할수 있습니까??"
"삼성전자㈜","신입","임원면접","요즘 삼성 트렌드에 대해서 어떻게 생각십니까? 삼성인 외 사람들은 삼성을 어떻게 생각하나요?"
"삼성전자㈜","신입","임원면접","자기소개를 영어로 해보세요!"
"삼성전자㈜","신입","임원면접","자기소개서"
"삼성전자㈜","신입","PT면접","스펙이 부족하여 다른동료보다 낮은 연봉이라면 일하겠습니까"
"삼성전자㈜","신입","임원면접 - 기획","전공과 무관한 곳에 배치를 받게 되면 어떻게 할 것인가?"
"삼성전자㈜","신입","일반면접 - 휴대폰","자기소개"
"삼성전자㈜","신입","일반면접 - 재무","학생시절 아르바이트를 많이 했나요?"
"삼성전자㈜","신입","일반면접 - 재무","학생시절 아르바이트를 많이한 경험이 있습니까?"
"삼성전자㈜","신입","일반면접 - SW","자신이 존경하는 인물은 누구인가?"
"삼성전자㈜","인턴","PT면접","입사하게 된 이유는?"
"삼성전자㈜","신입","인성면접 - 영업마케팅","기업이란 무엇이라고 생각하세요?"
"삼성전자㈜","신입","임원면접 - 사무직","최근 가장 관심있게 봤던 뉴스는 무엇입니까?"
"삼성전자㈜","신입","PT면접 - 반도체연구소","삼성전자가 지금 주력으로 개발하고 있는 것이 무엇인지 아는대로 얘기해보아라."
"삼성전자㈜","신입","임원면접 - 법인영업","업무에 관련하여 본인이 생각하는 본인의 장점은?"
"삼성전자㈜","신입","임원면접","1분 동안 영어로 자기소개를 해 보세요."
"삼성전자㈜","신입","임원면접","1분 동안 영어로 자기소개를 해 보세요."
"삼성전자㈜","신입","PT면접","환경공학 전공인가요?"
"삼성전자㈜","신입","일반면접","영어 잘하시나요?"
"삼성전자㈜","인턴","인성면접","자바를 활용한 일상생활에서의 도구들을 한번 말해보세요."
"삼성전자㈜","신입","토론면접 - 연구개발","대통령이 된다면 펼치고 싶은 정책은?"
"삼성전자㈜","신입","토론면접 - 연구개발","등산이 취미라고 했는데 정상까지 올라가는 편인지?"
"삼성전자㈜","신입","토론면접 - 연구개발","실험 성적이 낮은데 그 이유는?"
"삼성전자㈜","신입","토론면접 - 연구개발","왕따를 당해보았는가?"
"삼성전자㈜","신입","토론면접 - 연구개발","외할아버지를 존경하는 이유는?"
"삼성전자㈜","신입","토론면접 - 연구개발","인턴하면서 어떤 일을 했는가?"
"삼성전자㈜","신입","토론면접 - 연구개발","중국어로 비즈니스도 가능한가?"
"삼성전자㈜","신입","임원면접 - DS연구개발","다른 사람과 협력하여 좋은 결과를 이끌어본적 있는가?"
"삼성전자㈜","신입","임원면접 - DS연구개발","성격이 밝은데 오히려 그런 사람이 상처가 더 많은 법인데, 어떻게 생각하는가?"
"삼성전자㈜","신입","임원면접 - DS연구개발","어느 분야에서 일해보고 싶은가?"
"삼성전자㈜","신입","임원면접 - DS연구개발","왜 삼성전자에 입사하고 싶은가? 대기업이기 때문인가?"
"삼성전자㈜","신입","일반면접 - DS","다른 사람들과 협력하여 좋은 결과를 이루어낸 적이 있는가?"
"삼성전자㈜","신입","일반면접 - DS","마지막으로 하고 싶은 말은?"
"삼성전자㈜","신입","일반면접 - DS","성격이 밟으면 오히려 속으로 상처가 많은 법이다 그렇지 않은가?"
"삼성전자㈜","신입","일반면접 - DS","스피킹 점수가 이 정도면 어느 수준인가?"
"삼성전자㈜","신입","일반면접 - DS","앞으로 삼성전자의 나아갈 방향은?"
"삼성전자㈜","신입","일반면접 - DS","어느 분야에서 일하고 싶은가? 3교대도 상관 없는가?"
"삼성전자㈜","신입","일반면접 - DS","왜 삼성전자에 들어오고 싶은가? 단순히 대기업이기 때문에?"
"삼성전자㈜","신입","인성면접 - DS부문 설비직","대학원을 선택한 이유는?"
"삼성전자㈜","신입","인성면접 - DS부문 설비직","저번에 지원했을 때와 직무를 바꿔서 지원한 이유는?"
"삼성전자㈜","신입","인성면접 - DS부문 설비직","편입을 한 이유는?"
"삼성전자㈜","신입","임원면접","본인을 가장 잘 나타낸 동물은? 그 이유는?"
"삼성전자㈜","신입","임원면접","어떤 수업이 가장 재미있었나요?"
"삼성전자㈜","신입","임원면접","우리회사의 단점은 무엇이라 생각하는가?"
"삼성전자㈜","신입","임원면접","친한 친구에게 상처를 준 경험이 있는가?"
"삼성전자㈜","신입","일반면접 - VD사업부","존경하는 인물은?"
"삼성전자㈜","신입","인성면접 - 인사","사회적 기업(=NGO)의 역할에 대한 견해를 밝히시오"
"삼성전자㈜","신입","인성면접","리더십이란 무엇인가 사례를 들어 설명하세요"
"삼성전자㈜","신입","인성면접","회계란 무엇인가?"
"삼성전자㈜","신입","인성면접 - 연구개발","근무시 여가시간이 많이 사라질텐데 상관없는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","단점을 깨닫게된 경험을 말해보라"
"삼성전자㈜","신입","인성면접 - 연구개발","리더로서 조직의 변화를 이끈 경험이 있는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","본인의 전공 관련하여 가장 중요한 기초지식이 무엇이라고 생각하는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","본인이 지원한 직무 이외의 직무를 배정받아도 괜찮은가?"
"삼성전자㈜","신입","인성면접 - 연구개발","어학연수를 다녀오지 않은 이유는? 후회는 하지 않는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","영어성적이 좋지않은데 외국어 능력향상에는 관심이 없는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","우리 회사를 지원한 동기는 무엇인가?"
"삼성전자㈜","신입","인성면접 - 연구개발","자기PR을 1분간 해보아라."
"삼성전자㈜","신입","인성면접 - 연구개발","제주 해군기지에 대해 어떻게 생각하는가?"
"삼성전자㈜","신입","인성면접 - 연구개발","지원동기를 자신의 장점과 연관지어 말해보라."
"삼성전자㈜","신입","인성면접 - 연구개발","카카오톡에 저장되어있는 친구들의 수는? 많다고 생각하는가? 적다고 생각하는가?"
"삼성전자㈜","신입","인성면접 - 사원","경력 , 장단점을 말하세요"
"삼성전자㈜","신입","인성면접 - 영업마케팅팀","노조에 대해 어떻게 생각하는가?"
"삼성전자㈜","신입","인성면접 - 영업마케팅팀","자신의 장단점을 위주로 1분 자기소개를 해보세요"
"삼성전자㈜","신입","인성면접 - DS 연구개발","본인의 장점과 단점을 어떻게 극복했는지까지 넣어 1분간 자기소개해보세요"
"삼성전자㈜","인턴","PT면접","제일 자신 있는게 무엇입니까?"
"삼성전자㈜","신입","일반면접 - LCD","간단히 자기소개를 해보세요"
"삼성전자㈜","신입","일반면접 - LCD","본인 취미나 특기는 어떻게 되나요?"
"삼성전자㈜","신입","일반면접 - LCD","인턴 근무하면서 배운 점은 무엇이며 스스로 고쳐나가야 할 점은 무엇인가?"
"삼성전자㈜","경력무관","일반면접 - 유선사업부","회사에서 지정해 준 출근일에 바로 출근 가능한가요?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","1분 자기소개를 해보라"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","강자와 약자의 소통을위해 필요한 것이 무엇인가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","공교육의 문제점이 무엇인가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","그 동안 면접 몇 번이나 보았나?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","노조가 파업하는 이유는 무엇이라고 생각하나?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","당신을 뽑아야 하는 이유가 있나?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","마지막으로 하고 싶은 말을 해보세요"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","마지막으로 할 말이나 질문 있는가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","면접준비는 얼마나 했는가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","반값등록금 시위에 참여하였나? 참여하지 않았다면 그 이유는 무엇인가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","본인의 단점을 극복하기 위해 한 행동을 구체적으로 설명하라"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","본인의 취미를 말해보세요"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","분양가 상한가 폐지에 대한 논란에 대해 찬반토론해보라"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","사회구조에 문제가있다면 거기에 대항할것인가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","삼성전자 기업문화에 대해 말해보라"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","상사가 본인의 업무에 관해 안좋은 평가를 한다면 어떻게 할 것인가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","입사 후 연구하고 싶은 분야나 직무 방향을 말해보세요"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","장단점 위주의 자기소개를 해보라"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","지원동기는 무엇인가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","한국에는 왜 스티븐잡스 같은 사람이 안나오는가?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","한국의 기업문화는 창의력 발전에 도움이 되는가? 안된다면 그 이유를 말해보라"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","한진중공업 사태에 관해 어떻게 생각하나?"
"삼성전자㈜","신입","일반면접 - 부품 연구개발","Electrowetting display를 만들 때의 비극성 용매와 극성 용질 간의 용해도 개선에 관해 PT해보라"
"삼성전자㈜","신입","일반면접 - 반도체 연구개발","1분간 자기소개를 해보세요"
"삼성전자㈜","신입","일반면접 - 영업마케팅","어학연수 당시 기억남는 일은 무엇인가?"
"삼성전자㈜","신입","일반면접 - 영업마케팅","옴니아2 사용자 불만사태를 옴니아의 브랜드매니저로서 어떻게 해결할 것인가?"
"삼성전자㈜","신입","일반면접 - 영업마케팅","전공학점이 낮은데 전공역량이 떨어지는게 아닌가?"
"삼성전자㈜","신입","일반면접 - 부품H/W 연구개발","당신의 꿈은 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 부품H/W 연구개발","미래에 당신의 인생을 되돌아 봤을 때 성공한 인생일 것 같은가요?"
"삼성전자㈜","신입","일반면접 - 부품H/W 연구개발","성격의 장단점이 포함된 자기소개를 해주세요"
"삼성전자㈜","신입","일반면접 - 부품H/W 연구개발","최근 사회문제에 대해 어떻게 생각하나요?"
"삼성전자㈜","신입","일반면접 - 동계인턴","가장 어려웠던 문제를 해결한 경험은 무엇인가?"
"삼성전자㈜","신입","일반면접 - 동계인턴","계획했던 목표 중 가장 의미 있었던 목표가 무엇인가?"
"삼성전자㈜","신입","일반면접 - 동계인턴","바쁘게 활동하면서 학점이 높은 비결이 있는가?"
"삼성전자㈜","신입","일반면접 - 동계인턴","상사가 비효율적인 업무를 강요한다면 어떻게 하겠는가?"
"삼성전자㈜","신입","일반면접 - 동계인턴","자유롭게 하고 싶은 말이나 질문해보세요"
"삼성전자㈜","신입","일반면접 - 동계인턴","조직에서 리더하는 스타일인가? 따라가는 스타일인가? 그 이유는 무엇인가?"
"삼성전자㈜","신입","일반면접 - 동계인턴","휴학한 이유는 무엇인가? 그동안 무엇을 했는가?"
"삼성전자㈜","신입","일반면접 - 동계인턴","raid구성 방식에서 각각의 특징을 말해보세요"
"삼성전자㈜","신입","일반면접 - VD사업부","삼성의 단점이 무엇인가?"
"삼성전자㈜","신입","일반면접 - VD사업부","인턴하는 동안 어떤 일을 주로 했는가?"
"삼성전자㈜","신입","일반면접 - VD사업부","전공이 지원한 직무와 다른데 지원이유는?"
"삼성전자㈜","신입","일반면접 - 연구개발HW","리더십이 있는 것 같은데 친구들과 모임같은 것을 주도하는 편인가?"
"삼성전자㈜","신입","일반면접 - 제품","본인이 창의적이라고 생각하는가?"
"삼성전자㈜","신입","일반면접 - 제품","입사하고 싶은 부서는?"
"삼성전자㈜","신입","일반면접 - 제품","전공 중에서 가장 좋아했던 것은?"
"삼성전자㈜","신입","일반면접 - 제품","코딩할때 사용하는 언어는 무엇인가?"
"삼성전자㈜","신입","일반면접 - 제품","평소에 책은 많이 읽는 편인가?"
"삼성전자㈜","신입","일반면접 - 제품","프로젝트 진행하면서 생긴 에피소드가 있는가?"
"삼성전자㈜","경력무관","일반면접 - 제품","개인기를 해보세요"
"삼성전자㈜","경력무관","일반면접 - 제품","다른 부서로 보내면 어떻게 할 것인가?"
"삼성전자㈜","경력무관","일반면접 - 제품","마지막으로 하곳 싶은 말은 무엇인가?"
"삼성전자㈜","경력무관","일반면접 - 제품","본인의 성격은 어떠한가?"
"삼성전자㈜","경력무관","일반면접 - 제품","자기소개해보세요"
"삼성전자㈜","경력무관","일반면접 - 제품","제품을 지원한 이유는 무엇인가?"
"삼성전자㈜","신입","일반면접 - 인턴","삼성의 최고 단점이 무엇이라 생각하는가?"
"삼성전자㈜","신입","일반면접 - 인턴","인생에서 차별 받은 적 있는가?"
"삼성전자㈜","신입","일반면접 - 인턴","지원 부서에서 물건을 만들면 그것을 만드는데 어떠한 전공이 어떻게 쓰이는지 설명해보세요"
"삼성전자㈜","경력무관","일반면접 - LCD사업부","1분 자기소개해보세요"
"삼성전자㈜","경력무관","일반면접 - LCD사업부","아르바이트 경험을 말하고 아르바이트를 한 이유를 말해보세요"
"삼성전자㈜","경력무관","일반면접 - LCD사업부","LCD와 OLED의 장단점을 말해보세요"
"삼성전자㈜","신입","일반면접 - 인턴 제품 HW","6시그마의 프로세스 과정을 설명해보라"
"삼성전자㈜","신입","일반면접 - 인턴 제품 HW","관심있는 과목과 성적이 나쁜과목의 이유는?"
"삼성전자㈜","신입","일반면접 - 인턴 제품 HW","실생활에서 써본 삼성제품중에서 개선이 필요한 것은?"
"삼성전자㈜","신입","일반면접 - 인턴 제품 HW","전공 프로젝트에서 겪었던 어려움과 극복한 방법은?"
"삼성전자㈜","신입","일반면접 - 영업마케팅","전공이 지원한 직무와 전혀 다른데 왜 지원했는가?"
"삼성전자㈜","신입","일반면접 - 영업마케팅","지원자만의 장점은?"
"삼성전자㈜","신입","일반면접 - 영업마케팅","학교생활에서 가장 잘했던 경험과 실패한 경험을 말해보라"
"삼성전자㈜","신입","일반면접 - 연구개발","가장 후회되는것은?"
"삼성전자㈜","신입","일반면접 - 연구개발","대학원 진학을 원하시는데 그 이유는 무엇인가요?"
"삼성전자㈜","신입","일반면접 - 연구개발","리더로써 겪어본 경험이 있으면 말해보세요"
"삼성전자㈜","신입","일반면접 - 연구개발","본인이 창의적인 사람이라고 생각하세요?"
"삼성전자㈜","신입","일반면접 - 연구개발","지금 자신이 몇 점 정도 받으신 것 같나요?"
"삼성전자㈜","신입","일반면접 - 연구개발","학점이 낮은데 왜 그런가요?"
